id,symbol,name,chain,ecosystem,address,usd_price,mcap,fdv,volume_24h,total_liquidity,price_change_percentage_1h,price_change_percentage_24h,price_change_percentage_7d,price_change_percentage_30d,volume_change_percentage_7d,volume_change_percentage_30d,mcap_change_percentage_7d,mcap_change_percentage_30d,price_high_24h,price_ath,circulating_supply,total_supply,support,resistance,rsi,sma,total_holder_count,holder_count_change_percentage_24h,fifty_percentage_holding_wallet_count,first_100_buyers_initial_bought,first_100_buyers_initial_bought_percentage,first_100_buyers_current_holding,first_100_buyers_current_holding_percentage,top_10_holder_balance,top_10_holder_percentage,top_50_holder_balance,top_50_holder_percentage,top_100_holder_balance,top_100_holder_percentage,top_25_holder_buy_24h,top_25_holder_sold_24h,wallet_address,wallet_balance,dev_wallet_total_holding_percentage,dev_wallet_outflow_txs_count_24h,dev_wallet_outflow_amount_24h,fresh_wallet,dev_sold,dev_sold_percentage,bundle_wallet_count,bundle_wallet_supply_percentage,mindshare_3d,mindshare_change_percentage_3d,impression_count_3d,impression_count_change_percentage_3d,engagement_count_3d,engagement_count_change_percentage_3d,follower_count_3d,smart_follower_count_3d,mindshare_7d,mindshare_change_percentage_7d,impression_count_7d,impression_count_change_percentage_7d,engagement_count_7d,engagement_count_change_percentage_7d,follower_count_7d,smart_follower_count_7d,last_updated_at
0xba8dfa42dde6bfe8002645821275b102f17e74ab-prototype,BI16Z,BI16Z,base,virtuals,,0.0000,12074.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,17,,15.00,,,,,38620298.31,3.86,38620298.31,3.86,38620298.31,3.86,0.00,0.00,0x7357672ab808d5904681a31628c5d7c2b9fb4d94,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:44.321Z
0x38b27c41a7028f9f8ec685ff04020813fba16a2f-prototype,HARUKA,Haruka AI,base,virtuals,,0.0000,12013.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,53,,51.00,874275804.68,87.43,40983381.36,4.10,41383381.95,4.14,41383381.95,4.14,41383381.95,4.14,0.00,0.00,0x60c60b5fcb400bc9aee01b9d36fa62d72437b529,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.898Z
0xc2a987edc6a2950d9a9fdad9ac0fca1491d697ac-prototype,MITCH,Cypher Chef Mitch,base,virtuals,,0.0000,12013.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,29,,25.00,,,,,41351888.79,4.14,41351888.79,4.14,41351888.79,4.14,0.00,0.00,0x320c338bcf70baaae26e96201c33b48105bc62c2,16232169.20,1.60,,,False,False,0.00,1,1.62,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.898Z
0x3657fb5a31f43a5dfe78557251ea7510be462a38-prototype,MSHUPP,Mike Shupp Virtual,base,virtuals,,0.0000,12007.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,113,,111.00,717335654.56,71.73,37881335.76,3.79,41136478.50,4.11,41141137.44,4.11,41141137.44,4.11,0.00,0.00,0x3f5602a8a9664817abc95bf0280a5a9f621f0287,37881335.10,3.80,,,False,False,0.00,1,3.52,,,,,,,,,,,,,,,,,2025-06-13T08:54:32.641Z
0xe45184d08a1fa213bb71b506ec8f11ea7a6826c7-prototype,PAPER,PaperAI scientist,base,virtuals,,0.0000,12006.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,235,,232.00,,,,,38809265.71,3.88,41072977.89,4.11,41072977.89,4.11,0.00,0.00,0x8ae99c242d89f50d5deb9d4816b02487e14b66ae,,,,,True,False,20.18,2,,,,,,,,,,,,,,,,,,2025-06-13T08:54:30.619Z
0xfdc0c2ee6576c0750abcbb22fc697ae81b86e8cf-prototype,VMON,Virtualmon,base,virtuals,,0.0000,12005.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,169,,,867461990.77,86.75,25144346.34,2.51,37455794.61,3.75,41057489.70,4.11,41057489.70,4.11,0.00,0.00,0xd1a73d70ab8165035226da67fd9fe16767013292,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.897Z
0xf15236c7b41c5cb3438dff612fb0fa073301e7e9-prototype,ODP,ODP (OlDirtyPepe),base,virtuals,,0.0000,12005.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,143,,143.00,,,,,40953493.68,4.10,41055099.41,4.11,41055099.41,4.11,0.00,0.00,0x8f791f061d7f36dc07de081ad88f87d71be1585e,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:30.650Z
0x96041f98471def237b22f1146713ef0db09b25e9-prototype,STIX,AGENT STIX,base,virtuals,,0.0000,12000.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,87,,85.00,,,,,39768704.40,3.98,40772792.67,4.08,40847313.07,4.08,0.00,0.00,0x9fa02f331a9f93005904f29ab94dce7e96dbd4d2,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.895Z
0x3317994c17e1f012a2788710691fce7d0f73e3e3-prototype,SKY,SKY XAI,base,virtuals,,0.0000,11998.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,42,,39.00,456835129.30,45.68,39577869.47,3.96,40763171.48,4.08,40763171.48,4.08,40763171.48,4.08,0.00,0.00,0xa90ea58d2b78a2444fa8a1787dc8e695771e5b62,38772183.40,3.90,,,False,False,0.00,1,3.88,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.894Z
0x1df9f261a6d38bda12df525f9b3b6c2cd964818a-prototype,DHARMA,Dharma Degen,base,virtuals,,0.0000,11990.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,106,,104.00,769722790.26,76.97,40433264.83,4.04,40448101.88,4.04,40448385.26,4.04,40448385.26,4.04,0.00,0.00,0x3fc8d2f58fb82761a4bd5fcff84a3ff22aabf4f2,236556.70,,,,False,False,0.00,1,0.02,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.891Z
0x75151beccacc1c72814db579a8a4944a20b120ba-prototype,B.P,Black Pink,base,virtuals,,0.0000,11989.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,35,,33.00,760687407.35,76.07,36440140.62,3.64,40261836.98,4.03,40420047.73,4.04,40420047.73,4.04,0.00,0.00,0x983f98889030d61ae3a37c7e69caa3b31675542a,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.891Z
0x651f767808a7e283c73bbf27a68187540bb4086d-prototype,VGIRL,Virtual Girls AI,base,virtuals,,0.0000,11988.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,100,,98.00,628280049.13,62.83,4922393.79,0.49,40080337.01,4.01,40372014.13,4.04,40372014.13,4.04,0.00,0.00,0x82ad55c2ef3188ba889beb699cb67b76fed8ce7d,0.50,,,,True,True,100.00,1,0.00,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.892Z
0xb31b8be7700d269f7aed65a89c80bb5d6de3788d-prototype,WARP,INFINITY WARP,base,virtuals,,0.0000,11986.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,48,,45.00,797663974.75,79.77,40297151.14,4.03,1.70,0.00,1.70,0.00,1.70,0.00,0.00,0.00,0xff33d0ae33e1c08a87a26ac0c8093faf176bab57,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.894Z
0xe54bd64b303b56dfb97052baca6ba3bc07e9fe7a-prototype,AIWAS,"AIWAS (AI, Warnings, Advisories, and Signals)",base,virtuals,,0.0000,11985.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,10.00,432196999.11,43.22,40253167.29,4.03,40253167.29,4.03,40253167.29,4.03,40253167.29,4.03,0.00,0.00,0xbd4e3902d08ee8acb27671cc5cd3e9f825b297e2,40253167.30,4.00,,,True,False,0.00,1,4.03,,,,,,,,,,,,,,,,,2025-06-13T08:54:34.428Z
0x9e9316f711a102662b3cc88ac9dfc1eba7d47031-prototype,CHANTI,Yoga Chanti AI,base,virtuals,,0.0000,11982.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,13,,11.00,,,,,40114737.75,4.01,40114737.75,4.01,40114737.75,4.01,0.00,0.00,0xbd7511e69c20cf41a308cdfce40b47ec81290173,36358312.60,3.60,,,False,False,0.00,1,3.64,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.890Z
0x70f9030f67e48bba05cf0fa6abd843b04a6858bc-prototype,AIKO,AIKO The Goddess of Healing ,base,virtuals,,0.0000,15946.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5,,4.00,148013875.22,14.80,115487.48,0.01,115487.48,0.01,115487.48,0.01,115487.48,0.01,0.00,0.00,0x39e56a64e3d54bd506b37ab4e986e53d4b07be92,115486.70,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:39.030Z
0x32d1cce5c1811898d631b97d3f9132f10358da72-prototype,CAI,Captcha AI,base,virtuals,,0.0000,13872.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,292,,,642382552.10,64.24,46847764.23,4.68,93268720.00,9.33,107877495.99,10.79,107879479.00,10.79,0.00,0.00,0x27977f4106fd99ee8a549c699c5179d716c9ffec,3780652.40,0.40,,,True,False,0.00,1,0.38,,,,,,,,,,,,,,,,,2025-06-13T08:54:36.301Z
0xf9be5ae71cfc5d3e923122c0404c206d77b799bd-prototype,$EVIL,Evil AI Overlord,base,virtuals,,0.0000,12549.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,132,,130.00,,,,,62066070.79,6.21,62066071.94,6.21,62066071.94,6.21,0.00,0.00,0x22084410c6364edd08fbbd9a9e3ae79f4016e92a,50001001.30,5.00,,,False,False,0.00,1,5.00,,,,,,,,,,,,,,,,,2025-06-13T08:54:36.306Z
9wh94z1zatemkezxn5hk1evbegmupxfx4uzcbua8virt-prototype,YEAT,YEAT IDOL,base,virtuals,,0.0000,12091.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.773Z
0xe627fa0bc8fe06f1d2c65eb6522bdf98a1d1f3d4-prototype,DEINS,Degen Insight,base,virtuals,,0.0000,12076.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,234,,,930408526.89,93.04,13488997.75,1.35,36384519.88,3.64,38676905.82,3.87,38676905.82,3.87,0.00,0.00,0x4ef0d2f9f8e5d15931edff5ab8a15811028e2637,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:20.127Z
6a2uya7jufhkgui4ihmlixvnixrcts4nwtaiypmrvirt-prototype,FIRST,first,base,virtuals,,0.0000,12069.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.778Z
3pwgjg5rsn4mbus6acysfxcantmm6igqxd2vyuahvirt-prototype,QATMAI,Quantum Ai,base,virtuals,,0.0000,12067.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.779Z
0x8962f3f983e57d42b9139d8a2d4f4a6603be7570-prototype,ELENA,Elena,base,virtuals,,0.0000,12066.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,10,,6.00,1688274660.35,168.83,2219473.70,0.22,2219473.70,0.22,2219473.70,0.22,2219473.70,0.22,0.00,0.00,0x8d47ba07ff9ccccf58c7e8810ee42c0dc8b8b123,,,,,False,False,0.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:16.717Z
f9t4pkguzobeu8xr6vsgqrlda9aptkkdv8ehnyzhvirt-prototype,SENTIX,Sentix AI,base,virtuals,,0.0000,12056.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.781Z
fmdpgwwdknx1wzf4fjalyw99hendaf1fcyt31hmqvirt-prototype,PETER,PeterDogCoin,base,virtuals,,0.0000,12055.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.781Z
0x30552d71db349d03758e699583caf9f4a9a7e460-prototype,M.A.X,M.A.X,base,virtuals,,0.0000,12051.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,232,,230.00,515825746.70,51.58,11808468.42,1.18,36743060.91,3.67,37694105.10,3.77,37694105.10,3.77,0.00,0.00,0xd8a21caa8b8ea245dec3f952bc981e82acdadd91,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:23.382Z
0xcb3ca61d6c032d6f304819e02b9963ff5da448a7-prototype,$SIMBA,SIMBA,base,virtuals,,0.0000,17811.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,4,,,196144449.06,19.61,,,,,,,,,0.00,0.00,0xafed252832d63ae755dcc14cf0e71ca7e6b2b052,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:40.080Z
0x4229d0d3222357f13d2f799849611ebb00c2fbbb-prototype,SLOTHERIUM,Slotherium,base,virtuals,,0.0000,12043.90,,917.90,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1000000000.00,,,,,,,18.00,222525303.55,22.25,34380939.99,3.44,37391130.25,3.74,37391130.25,3.74,37391130.25,3.74,0.00,0.00,0x90de05dd3fe90c1557077b3c016b03c69e57a11a,25250876.10,2.50,,,True,False,0.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:35.546Z
0xbd52a42a064b4a0d748bcb464e8ac840453a587c-prototype,WYZE,WyzeAI,base,virtuals,,0.0000,12031.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1000000000.00,,,,,,,4.00,568129866.12,56.81,36869161.57,3.69,36875890.75,3.69,36875890.75,3.69,36875890.75,3.69,0.00,0.00,0x227c02572ebc1fc3c138f3212de1cd0b66c1f2cf,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:35.552Z
0xb86106bb00afe53b20ee98113c35cb727b74ae44-prototype,RADAR,Radar,base,virtuals,,0.0000,11919.70,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,30,,28.00,323480263.09,32.35,37609742.57,3.76,37609742.57,3.76,37609742.57,3.76,37609742.57,3.76,0.00,0.00,0xd328d0dff9bd89c31109bba11a903fd737d438c6,13028030.00,1.30,,,True,False,0.00,1,1.30,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.878Z
0xe77f0d5895a4e98c7959c0d101fdcf7d1b7b2743-prototype,$AIBYT,Tiaea- AIByte,base,virtuals,,0.0000,11917.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,22,,21.00,268183706.76,26.82,37530848.03,3.75,37530848.03,3.75,37530848.03,3.75,37530848.03,3.75,0.00,0.00,0xc45026412ccfd6022b4326657516b0e3d4187bf6,37530848.00,3.80,,,True,False,0.00,1,3.75,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.877Z
0x1765d6d2b2b2837b857c45fd1ee59c88882d7117-prototype,BULLAI,bulls ai,base,virtuals,,0.0000,15771.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,3,,2.00,235374980.49,23.54,0.69,0.00,0.69,0.00,0.69,0.00,0.69,0.00,0.00,0.00,0xb7f13a8210611d6226df430c3c78507d1bc7d6fa,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:48.075Z
0x9fad039670d31803ec892fce42d4b053fbe3c5cb-prototype,META,MetaTrust Labs,base,virtuals,,0.0000,15771.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,8,,,288047681.47,28.80,,,,,,,,,0.00,0.00,0x9ba79a847c6509899d0beb5c5c5be9dcff743a29,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:42.118Z
0x3ac9aedfb1474e329a503d33b74c0ee102a7d98d-prototype,ZERENA,ZERENA,base,virtuals,,0.0000,11983.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,120,,116.00,534255534.19,53.43,1731461.53,0.17,34188367.79,3.42,34962897.24,3.50,34962897.24,3.50,0.00,0.00,0xcff586cf245f9b14adbe27206eea835af0c377b2,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:40:16.720Z
0x814ba597aab945d51543ff59f076369c71af1957-prototype,JESSEXBT,JesseXBT,base,virtuals,,0.0000,11971.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,1000000000.00,,,,,,,2.00,943127437.20,94.31,34413502.76,3.44,34413502.76,3.44,34413502.76,3.44,34413502.76,3.44,0.00,0.00,0xd24562380512e135aeac8a4ce1f32e77c627eae6,34413502.80,3.40,,,False,False,0.00,1,3.44,,,,,,,,,,,,,,,,,2025-06-13T08:40:20.143Z
5uwp6grezssvzbatb4ujdrmvqgsuc43phmref4d7virt-prototype,AGENTTERM,Agent Terminal,base,virtuals,,0.0000,11969.50,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.787Z
2mftxus8xyuryvajjnajuqy5ozzshqyaykfn76uzvirt-prototype,SHYPE,SHYPE,base,virtuals,,0.0000,11955.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.344Z
0x3dcb5da25351a24140028ef1615ed77fa9608fe9-prototype,AQ,AlphaQueen,base,virtuals,,0.0000,11870.40,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,91,,88.00,542832393.47,54.28,42862.71,0.00,34789353.46,3.48,35609935.79,3.56,35609935.79,3.56,0.00,0.00,0x2ef4a36318337eefb659be7be2ef0350ba1d9bef,,,,,False,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:34.432Z
0x23ed83faa9c8aa44145f69d4e281f132d20c3877-prototype,ARBTR,The Arbiter,base,virtuals,,0.0000,11863.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,21,,19.00,342134334.99,34.21,1012250.03,0.10,1012250.03,0.10,1012250.03,0.10,1012250.03,0.10,0.00,0.00,0xc4a4e8ae10b82a954519ca2ecc9efc8f77819e86,,,,,False,False,0.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.145Z
0x76692b5d404577cadb7daec1c5badcf7443c7d55-prototype,LENS,Lens,base,virtuals,,0.0000,11863.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,11,,10.00,,,,,35320334.72,3.53,35320334.72,3.53,35320334.72,3.53,0.00,0.00,0xe908e10c6ee1428fc52fd90ffc55cbfe59a33a0b,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.144Z
0x5348cf26ec5ef554920dc4b23e69517a5c2538bd-prototype,$ENDER,Ender Wiggin,base,virtuals,,0.0000,11861.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,141,,139.00,969004910.87,96.90,15903318.33,1.59,34773144.02,3.48,35235093.11,3.52,35235093.11,3.52,0.00,0.00,0x453a6b83ba2dd467004f96b3ae5dd769f3da0995,,,,,False,True,108.95,1,0.12,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.871Z
0xc924dad122ed6ad2e28caedd1c51042df052c284-prototype,VDOG,Virtuals Dog,base,virtuals,,0.0000,15942.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,3,,2.00,,,,,0.19,0.00,0.19,0.00,0.19,0.00,0.00,0.00,0xaedba36c684a414ba782cec626e09318e817caca,0.20,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:40.780Z
gygebvpoudaalsttzcgybruazsvwwwv7vr6senuevirt-prototype,VNA,VNA,base,virtuals,,0.0000,11941.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.346Z
hwkhskxciz7fykya3pjm1e2xk1j1tbgtsn26nz95virt-prototype,LJPEPE,Leather Jacket Pepe,base,virtuals,,0.0000,11939.30,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.346Z
8jqcpcj8sehdeo7kpfcmmdcq2czhyblewzswilvkvirt-prototype,SUGOI,Sugoi,base,virtuals,,0.0000,11936.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.347Z
gernktrd2vvuzrfzcv5itzbehgkccy25uohc43m9virt-prototype,USED,Used to be,base,virtuals,,0.0000,11923.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:26.763Z
fffcgdcwprwxza1ureqk4erpuosqnbct5ixa6uqsvirt-prototype,UWU,wAIfu,base,virtuals,,0.0000,11919.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,False,False,0.00,,,,,,,,,,,,,,,,,,,2025-06-13T08:40:30.347Z
0xd9e93e89b3d7ba74222c272f6fda33dac2baa272-prototype,OWL,OWL Capital AI ,base,virtuals,,0.0000,11819.60,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,159,,157.00,754904370.53,75.49,15791034.28,1.58,33236803.85,3.32,33541430.40,3.35,33541430.40,3.35,0.00,0.00,0x2722777349d09f243b7bfd3e0cdb91b552f575b7,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:34.428Z
0xaea09c8648e4ce4f38eab18e63b825c546bf7302-prototype,LARA,Lara,base,virtuals,,0.0000,11818.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,65,,62.00,660485619.52,66.05,33512633.12,3.35,33512633.12,3.35,33512633.12,3.35,33512633.12,3.35,0.00,0.00,0x00e853ac88711b1ade8b89509ffc46281dc2b75d,22421204.00,2.20,,,False,False,0.00,1,2.24,,,,,,,,,,,,,,,,,2025-06-13T08:54:34.424Z
0xe25f24a43603efea8808d3841e2d731b408a69e1-prototype,BRONCO,Bull Run Bronco,base,virtuals,,0.0000,11818.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,147,,143.00,741154792.50,74.12,1063476.57,0.11,33374825.04,3.34,33374836.59,3.34,33374836.59,3.34,0.00,0.00,0x3f95d7fdce43f5052a0f9bd3d376dea6d22c2560,,,,,True,True,100.00,1,,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.137Z
0x84fbc621de0dbc3534b9c5ef76bfafce5871b050-prototype,BENDER,Bender,base,virtuals,,0.0000,11818.10,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,12,,11.00,434373733.08,43.44,33478425.48,3.35,33478425.48,3.35,33478425.48,3.35,33478425.48,3.35,0.00,0.00,0xecc29821c5f586e8bcbf971abb1a6c054d6dd7cc,,,,,True,True,100.00,2,,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.136Z
0x0ef11fba40044e2c01e4fac7b861461c82e4c0f1-prototype,AI250,Ai250KG,base,virtuals,,0.0000,11817.90,,6.10,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,100,,,572034642.43,57.20,2161745.05,0.22,33254557.60,3.33,33471220.43,3.35,33471220.43,3.35,0.00,0.00,0xfd19276756130aaabd95db2545ac54c65a09b6c4,164972.80,,,,False,False,0.00,1,0.02,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.888Z
0x875571c7d03c90aabd51210adb3c84badd29df1c-prototype,UAREX,Professor Kjølzen,base,virtuals,,0.0000,11816.20,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,11,,9.00,,,,,33403535.51,3.34,33403535.51,3.34,33403535.51,3.34,0.00,0.00,0xb1bcd02bb121d3fc21c3f8fde97c5f4ce0b2f861,33395173.30,3.30,,,False,False,0.00,1,3.34,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.136Z
0x3a43c28dfcef734b83675a0e0215a3f8bb6493e7-prototype,AIOI,AIOI,base,virtuals,,0.0000,11815.00,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,19,,,137358203.27,13.74,37838134.52,3.78,33351363.31,3.34,33351363.31,3.34,33351363.31,3.34,0.00,0.00,0x9060af159821d69af93fc4b1363513571ef2766f,16232169.20,1.60,,,True,False,0.00,1,1.62,,,,,,,,,,,,,,,,,2025-06-13T08:54:28.885Z
0xeef9aafc4bbcc76ce1adb98fa1b3c270db2aec09-prototype,JANE,Jane,base,virtuals,,0.0000,11814.90,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,7,,6.00,336379333.09,33.64,33349540.98,3.33,33349540.98,3.33,33349540.98,3.33,33349540.98,3.33,0.00,0.00,0xcf72b982a03ae87e244a362c53f9afed10b459d3,13028030.00,1.30,,,False,False,0.00,1,1.30,,,,,,,,,,,,,,,,,2025-06-13T08:54:27.135Z
0x5ed1ce53dc92d7c30095d927aecdb4c0972a0af8-prototype,SHANEL,SHANEL,base,virtuals,,0.0000,11814.80,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,40,,,1246826330.19,124.68,19870443.52,1.99,33343692.48,3.33,33343692.48,3.33,33343692.48,3.33,0.00,0.00,0x93f24ebf509e8f9941f0fcd76ff5afb7abbe2765,,,,,True,False,0.00,2,1.62,,,,,,,,,,,,,,,,,2025-06-13T08:54:38.080Z
